ASCII Trace IXXAT MiniMon V3  Version: 1.1.2.4268
Date: 12/4/2019
Start time: 4:34:02 PM
Stop time: 4:34:09 PM
Overruns: 0  Errorframes: 0                                          
Baudrate: 125 kbit/s
"Time","Identifier (hex)","Format","Flags","Data (hex)"
"00:00:48.164","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.168","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.172","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.176","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.180","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.184","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.188","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.193","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.197","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.201","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.205","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.209","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.213","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.217","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.221","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.225","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.229","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.233","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.238","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.242","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.246","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.250","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.254","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.258","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.262","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.266","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.270","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.274","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.279","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.283","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.287","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.291","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.295","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.299","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.303","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.307","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.311","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.315","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.319","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.324","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.328","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.332","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.336","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.340","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.344","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.348","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.352","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.356","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.360","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.364","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.369","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.373","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.377","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.381","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.385","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.389","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.393","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.397","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.401","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.405","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.410","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.414","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.418","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.422","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.426","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.430","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.434","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.438","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.442","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.446","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.450","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.455","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.459","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.463","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.467","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.471","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.475","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.479","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.483","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.487","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.491","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.495","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.500","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.504","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.508","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.512","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.516","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.520","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.524","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.528","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.532","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.536","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.540","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.545","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.549","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.553","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.557","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.561","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.565","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.569","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.573","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.577","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.581","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.586","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.590","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.594","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.598","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.602","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.606","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.610","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.614","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.618","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.622","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.626","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.631","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.635","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.639","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.643","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.647","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.651","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.655","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.659","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.663","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.667","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.671","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.676","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.680","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.684","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.688","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.692","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.696","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.700","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.704","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.708","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.712","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.717","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.721","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.725","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.729","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.733","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.737","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.741","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.745","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.749","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.753","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.757","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.762","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.766","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.770","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.774","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.778","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.782","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.786","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.790","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.794","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.798","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.802","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.807","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.811","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.815","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.819","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.823","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.827","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.831","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.835","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.839","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.843","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.848","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.852","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.856","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.860","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.864","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.868","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.872","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.876","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.880","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.884","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.888","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.893","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.897","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.901","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.905","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.909","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.913","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.917","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.921","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.925","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.929","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.933","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.938","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.942","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.946","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.950","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.954","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.958","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.962","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.966","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.970","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.974","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.979","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.983","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.987","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.991","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.995","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:48.999","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.003","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.007","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.011","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.015","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.019","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.024","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.028","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.032","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.036","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.040","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.044","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.048","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.052","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.056","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.060","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.064","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.069","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.073","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.077","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.081","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.085","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.089","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.093","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.097","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.101","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.105","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.110","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.114","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.118","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.122","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.126","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.130","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.134","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.138","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.142","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.146","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.150","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.155","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.159","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.163","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.167","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.171","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.175","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.179","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.183","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.187","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.191","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.195","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.200","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.204","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.208","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.212","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.216","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.220","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.224","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.228","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.232","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.236","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.241","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.245","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.249","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.253","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.257","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.261","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.265","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.269","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.273","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.277","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.281","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.286","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.290","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.294","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.298","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.302","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.306","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.310","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.314","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.318","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.322","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.326","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.331","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.335","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.339","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.343","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.347","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.351","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.355","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.359","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.363","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.367","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.372","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.376","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.380","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.384","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.388","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.392","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.396","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.400","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.404","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.408","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.412","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.417","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.421","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.425","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.429","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.433","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.437","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.441","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.445","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.449","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.453","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.457","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.462","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.466","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.470","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.474","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.478","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.482","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.486","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.490","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.494","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.498","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.503","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.507","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.511","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.515","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.519","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.523","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.527","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.531","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.535","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.539","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.543","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.548","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.552","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.556","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.560","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.564","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.568","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.572","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.576","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.580","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.584","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.588","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.593","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.597","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.601","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.605","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.609","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.613","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.617","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.621","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.625","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.629","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.633","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.638","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.642","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.646","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.650","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.654","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.658","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.662","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.666","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.670","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.674","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.679","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.683","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.687","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.691","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.695","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.699","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.703","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.707","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.711","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.715","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.719","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.724","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.728","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.732","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.736","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.740","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.744","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.748","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.752","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.756","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.760","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.764","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.769","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.773","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.777","CC","Std","","00 1C 00 1C 00 96 09 09"
"00:00:49.781","CC","Std","","00 1C 00 1C 00 96 09 09"
